network_for_specie,from_compound_metacyc_id,to_compound_metacyc_id,from_compound_smiles,to_compound_smiles
TAX-4577,SUCROSE,BETA-D-FRUCTOSE,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
TAX-4577,SUCROSE,CPD-12575,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
TAX-4577,CPD-7096,CPD-15272,[O-]c1cc(O)cc2[o+]c(-c3ccc(O)cc3)ccc12,[O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(-c3ccc(O)cc3)[o+]c2c1
TAX-4577,CPD-11940,CPD-7096,Oc1ccc([C@@H]2CC(O)c3c(O)cc(O)cc3O2)cc1,[O-]c1cc(O)cc2[o+]c(-c3ccc(O)cc3)ccc12
TAX-4577,NARINGENIN-CMPD,CPD-11940,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,Oc1ccc([C@@H]2CC(O)c3c(O)cc(O)cc3O2)cc1
TAX-4577,CPD-11945,CPD-15269,Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1,[O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1
TAX-4577,CPD-11941,CPD-11945,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)CC2O,Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1
TAX-4577,CPD-6994,CPD-11941,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc([O-])cc(O)c21,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)CC2O
TAX-4577,CHLOROPHYLL-A,PHYTOL,,C/C(=C/CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
TAX-4577,CHLOROPHYLL-A,CHLOROPHYLLIDE-A,,
TAX-4577,CHLOROPHYLLIDE-A,CPD-7061,,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C-]4C(=O)OC)[C@@H](CCC(=O)[O-])[C@@H]3C
TAX-4577,CPD-7063,CPD-7064,C=CC1=C(C)C(/C=C2\N=C(C3=c4[nH]c(=Cc5[nH]c(C=O)c(C)c5CC)c(C)c4C(=O)[C-]3C(=O)OC)[C@@H](CCC(=O)[O-])[C@@H]2C)NC1=O,C=CC1=C(C)C(CC2=NC(=C3c4[nH]c(Cc5[nH]c(C=O)c(C)c5CC)c(C)c4C(=O)[C-]3C(=O)OC)[C@@H](CCC(=O)[O-])[C@@H]2C)NC1=O
TAX-4577,MYO-INOSITOL,1-L-MYO-INOSITOL-1-P,O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
TAX-4577,1-L-MYO-INOSITOL-1-P,D-MYO-INOSITOL-34-BISPHOSPHATE,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4577,D-MYO-INOSITOL-34-BISPHOSPHATE,CPD-6681,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@@H](O)[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4577,CPD-1107,MI-HEXAKISPHOSPHATE,O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]
TAX-4577,CPD-178,CPD-1107,O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
TAX-4577,CPD-6681,CPD-178,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
TAX-4577,Glucosyl-acyl-sphinganines,Glucosyl-acyl-sphingosines,,
TAX-4577,Phytoceramides,4-Hydroxysphing-8E-enine-ceramides,,
TAX-4577,Phytoceramides,Plant-Ceramides-IV,,
TAX-4577,CPD-13612,PHYTOSPINGOSINE,CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H]([NH3+])CO
TAX-4577,CPD3DJ-82,Alpha-hydroxydihydroceramides,,
TAX-4577,CPD3DJ-82,Glucosyl-acyl-sphinganines,,
TAX-4577,CPD3DJ-82,Plant-Ceramide-Phosphate,,
TAX-4577,CPD3DJ-82,Phytoceramides,,
TAX-4577,CPD3DJ-82,Inositolphosphoryl-Ceramides,,
TAX-4577,PALMITYL-COA,DEHYDROSPHINGANINE,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO
TAX-4577,DEHYDROSPHINGANINE,DIHYDRO-SPHINGOSINE,CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO,
TAX-4577,SER,DEHYDROSPHINGANINE,[NH3+][C@@H](CO)C(=O)[O-],CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO
TAX-4577,CPD-4209,PRENAL,CC(C)=CCNc1ncnc2[nH]cnc12,CC(C)=CC=O
TAX-4577,CPD-4209,ADENINE,CC(C)=CCNc1ncnc2[nH]cnc12,Nc1ncnc2[nH]cnc12
TAX-4577,CPD-4207,ADENOSINE,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
TAX-4577,CPD-4207,PRENAL,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC(C)=CC=O
TAX-4577,CPD-4208,ADENOSINE,C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)CO,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
TAX-4577,CPD-4208,CPD-4483,C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)CO,C/C(=C\C=O)CO
TAX-4577,CPD-13027,INDOLE-3-ACETALDOXIME,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)N(O)O,O/N=C/Cc1c[nH]c2ccccc12
TAX-4577,CPD-13026,CPD-13027,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NO,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)N(O)O
TAX-4577,TRP,CPD-13026,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NO
TAX-4577,TRP,TRYPTAMINE,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],[NH3+]CCc1c[nH]c2ccccc12
TAX-4577,N-HYDROXYL-TRYPTAMINE,INDOLE-3-ACETALDOXIME,ONCCc1c[nH]c2ccccc12,O/N=C/Cc1c[nH]c2ccccc12
TAX-4577,TRYPTAMINE,N-HYDROXYL-TRYPTAMINE,[NH3+]CCc1c[nH]c2ccccc12,ONCCc1c[nH]c2ccccc12
TAX-4577,INDOLEYL-CPD,INDOLE_ACETATE_AUXIN,N#CCc1c[nH]c2ccccc12,O=C([O-])Cc1c[nH]c2ccccc12
TAX-4577,INDOLE_ACETATE_AUXIN,CPD-1102,O=C([O-])Cc1c[nH]c2ccccc12,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAX-4577,INDOLE_ACETATE_AUXIN,INDOLE-3-ACETYL-GLN,O=C([O-])Cc1c[nH]c2ccccc12,NC(=O)CC[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)[O-]
TAX-4577,INDOLE_ACETATE_AUXIN,INDOLE-3-ACETYL-GLU,O=C([O-])Cc1c[nH]c2ccccc12,O=C([O-])CC[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)[O-]
TAX-4577,INDOLE_ACETATE_AUXIN,INDOLE-3-ACETYL-ASP,O=C([O-])Cc1c[nH]c2ccccc12,O=C([O-])C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)[O-]
TAX-4577,INDOLE_ACETATE_AUXIN,INDOLE-3-ACETYL-LEU,O=C([O-])Cc1c[nH]c2ccccc12,CC(C)C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)[O-]
TAX-4577,INDOLE_ACETATE_AUXIN,INDOLE-3-ACETYL-ALA,O=C([O-])Cc1c[nH]c2ccccc12,C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)[O-]
TAX-4577,5-O-INDOL-3-YLACETYL-MYO-ETCETERA,CPD-165,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
TAX-4577,CPD-165,INDOLE_ACETATE_AUXIN,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=C([O-])Cc1c[nH]c2ccccc12
TAX-4577,CPD-165,INDOL-YLACETYL-MYO-INOSITOL-ARABINOSIDE,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@H](O[C@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
TAX-4577,CPD-165,5-O-INDOL-3-YLACETYL-MYO-ETCETERA,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
TAX-4577,CPD-1102,INDOLE_ACETATE_AUXIN,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=C([O-])Cc1c[nH]c2ccccc12
TAX-4577,CPD-1102,CPD-165,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
TAX-4577,INDOLE-3-ACETYL-BETA-4-D-GLUCOSE,INDOLE_ACETATE_AUXIN,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]1O,O=C([O-])Cc1c[nH]c2ccccc12
TAX-4577,INDOLE-3-ACETYL-BETA-6-D-GLUCOSE,INDOLE_ACETATE_AUXIN,O=C(Cc1c[nH]c2ccccc12)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])Cc1c[nH]c2ccccc12
TAX-4577,OXALACETIC_ACID,CIT,O=C([O-])CC(=O)C(=O)[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
TAX-4577,FUM,MAL,O=C([O-])/C=C/C(=O)[O-],O=C([O-])C[C@H](O)C(=O)[O-]
TAX-4577,SUC-COA,SUC,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-],O=C([O-])CCC(=O)[O-]
TAX-4577,2-KETOGLUTARATE,SUC-COA,O=C([O-])CCC(=O)C(=O)[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-]
TAX-4577,CIS-ACONITATE,THREO-DS-ISO-CITRATE,O=C([O-])/C=C(\CC(=O)[O-])C(=O)[O-],O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-]
TAX-4577,CIT,CIS-ACONITATE,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],O=C([O-])/C=C(\CC(=O)[O-])C(=O)[O-]
TAX-4577,ACETYL-COA,CIT,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
TAX-4577,FRUCTOSE-6P,FRUCTOSE-16-DIPHOSPHATE,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
TAX-4577,FRUCTOSE-6P,ERYTHROSE-4P,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,O=C[C@H](O)[C@H](O)COP(=O)([O-])[O-]
TAX-4577,FRUCTOSE-16-DIPHOSPHATE,GAP,O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,O=C[C@H](O)COP(=O)([O-])[O-]
TAX-4577,FRUCTOSE-16-DIPHOSPHATE,DIHYDROXY-ACETONE-PHOSPHATE,O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,O=C(CO)COP(=O)([O-])[O-]
TAX-4577,GAP,DPG,O=C[C@H](O)COP(=O)([O-])[O-],O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-]
TAX-4577,GAP,G3P,O=C[C@H](O)COP(=O)([O-])[O-],O=C([O-])[C@H](O)COP(=O)([O-])[O-]
TAX-4577,GAP,XYLULOSE-5-PHOSPHATE,O=C[C@H](O)COP(=O)([O-])[O-],O=C(CO)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
TAX-4577,GAP,RIBOSE-5P,O=C[C@H](O)COP(=O)([O-])[O-],O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
TAX-4577,DIHYDROXY-ACETONE-PHOSPHATE,GAP,O=C(CO)COP(=O)([O-])[O-],O=C[C@H](O)COP(=O)([O-])[O-]
TAX-4577,DPG,G3P,O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-],O=C([O-])[C@H](O)COP(=O)([O-])[O-]
TAX-4577,G3P,2-PG,O=C([O-])[C@H](O)COP(=O)([O-])[O-],O=C([O-])[C@@H](CO)OP(=O)([O-])[O-]
TAX-4577,2-PG,PHOSPHO-ENOL-PYRUVATE,O=C([O-])[C@@H](CO)OP(=O)([O-])[O-],C=C(OP(=O)([O-])[O-])C(=O)[O-]
TAX-4577,PHOSPHO-ENOL-PYRUVATE,PYRUVATE,C=C(OP(=O)([O-])[O-])C(=O)[O-],CC(=O)C(=O)[O-]
TAX-4577,Pyruvate-dehydrogenase-dihydrolipoate,Pyruvate-dehydrogenase-lipoate,,
TAX-4577,Pyruvate-dehydrogenase-acetylDHlipoyl,Pyruvate-dehydrogenase-dihydrolipoate,,
TAX-4577,Pyruvate-dehydrogenase-acetylDHlipoyl,ACETYL-COA,,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4577,ERYTHROSE-4P,GAP,O=C[C@H](O)[C@H](O)COP(=O)([O-])[O-],O=C[C@H](O)COP(=O)([O-])[O-]
TAX-4577,ERYTHROSE-4P,D-SEDOHEPTULOSE-7-P,O=C[C@H](O)[C@H](O)COP(=O)([O-])[O-],O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
TAX-4577,D-SEDOHEPTULOSE-7-P,XYLULOSE-5-PHOSPHATE,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],O=C(CO)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
TAX-4577,D-SEDOHEPTULOSE-7-P,RIBOSE-5P,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
TAX-4577,RIBULOSE-5P,D-RIBULOSE-15-P2,O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-],O=C(COP(=O)([O-])[O-])[C@H](O)[C@H](O)COP(=O)([O-])[O-]
TAX-4577,D-RIBULOSE-15-P2,G3P,O=C(COP(=O)([O-])[O-])[C@H](O)[C@H](O)COP(=O)([O-])[O-],O=C([O-])[C@H](O)COP(=O)([O-])[O-]
TAX-4577,3-UREIDO-PROPIONATE,B-ALANINE,NC(=O)NCCC(=O)[O-],[NH3+]CCC(=O)[O-]
TAX-4577,DI-H-URACIL,3-UREIDO-PROPIONATE,O=C1CCNC(=O)N1,NC(=O)NCCC(=O)[O-]
TAX-4577,URACIL,DI-H-URACIL,O=c1cc[nH]c(=O)[nH]1,O=C1CCNC(=O)N1
TAX-4577,CPD-6082,B-ALANINE,[NH3+]CCC=O,[NH3+]CCC(=O)[O-]
TAX-4577,CPD-659,TYR,[NH3+][C@@H](CC1(C(=O)[O-])C=CC(O)C=C1)C(=O)[O-],[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]
TAX-4577,PREPHENATE,CPD-659,O=C([O-])C(=O)C[C@]1(C(=O)[O-])C=C[C@@H](O)C=C1,[NH3+][C@@H](CC1(C(=O)[O-])C=CC(O)C=C1)C(=O)[O-]
TAX-4577,CHORISMATE,PREPHENATE,C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-],O=C([O-])C(=O)C[C@]1(C(=O)[O-])C=C[C@@H](O)C=C1
TAX-4577,NAD,NADH,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
TAX-4577,NAD,NADP,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
TAX-4577,NADH,NADPH,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
TAX-4577,NADPH,NADH,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
TAX-4577,NADP,NAD,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
TAX-4577,DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE,LL-DIAMINOPIMELATE,O=C([O-])C1=N[C@H](C(=O)[O-])CCC1,[NH3+][C@@H](CCC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]
TAX-4577,LL-DIAMINOPIMELATE,MESO-DIAMINOPIMELATE,[NH3+][C@@H](CCC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],[NH3+][C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-]
TAX-4577,MESO-DIAMINOPIMELATE,LYS,[NH3+][C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],[NH3+]CCCC[C@H]([NH3+])C(=O)[O-]
TAX-4577,L-ASPARTATE-SEMIALDEHYDE,2-3-DIHYDRODIPICOLINATE,[NH3+][C@@H](CC=O)C(=O)[O-],O=C([O-])C1=N[C@H](C(=O)[O-])CC=C1
TAX-4577,L-BETA-ASPARTYL-P,L-ASPARTATE-SEMIALDEHYDE,[NH3+][C@@H](CC(=O)OP(=O)([O-])[O-])C(=O)[O-],[NH3+][C@@H](CC=O)C(=O)[O-]
TAX-4577,L-ASPARTATE,L-BETA-ASPARTYL-P,[NH3+][C@@H](CC(=O)[O-])C(=O)[O-],[NH3+][C@@H](CC(=O)OP(=O)([O-])[O-])C(=O)[O-]
TAX-4577,CPD-693,CPD-17688,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)[O-],CC(=C/C(=O)[O-])/C=C/[C@@]1(O)C(CO)=CC(=O)CC1(C)C
TAX-4577,ETOH,ACETALD,CCO,CC=O
TAX-4577,ACETALD,ETOH,CC=O,CCO
TAX-4577,D-glucopyranose-6-phosphate,GLC-1-P,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAX-4577,ADP-D-GLUCOSE,Alpha-Amyloses,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,
TAX-4577,ADP-D-GLUCOSE,1-4-alpha-D-Glucan,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,
TAX-4577,Alpha-Amyloses,CPD-7043,,
TAX-4577,Alpha-Amyloses,Starch,,
TAX-4577,1-4-alpha-D-Glucan,Alpha-Amyloses,,
TAX-4577,1-4-alpha-D-Glucan,1-4-alpha-D-Glucan,,
TAX-4577,CPD-7043,Starch,,
TAX-4577,Alpha-6-alpha-14-glucans,CPD-7043,,
TAX-4577,Alpha-6-alpha-14-glucans,Alpha-6-alpha-14-glucans,,
TAX-4097,CPD-706,CPD-8134,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
TAX-4097,CPD-8134,CPD-4161,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
TAX-4097,CPD-4101,CPD-4124,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
TAX-4097,SPERMIDINE,5-METHYLTHIOADENOSINE,[NH3+]CCCC[NH2+]CCC[NH3+],CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
TAX-4097,SPERMIDINE,SPERMINE,[NH3+]CCCC[NH2+]CCC[NH3+],[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]
TAX-4097,PUTRESCINE,SPERMIDINE,[NH3+]CCCC[NH3+],[NH3+]CCCC[NH2+]CCC[NH3+]
TAX-4097,PUTRESCINE,CPD-1821,[NH3+]CCCC[NH3+],[NH3+]CCCC[NH2+]CCCC[NH3+]
TAX-4097,PUTRESCINE,CPD-394,[NH3+]CCCC[NH3+],C[NH2+]CCCC[NH3+]
