Stimulus,Description
2635,Odorless when pure.
2636,Odorless when pure.
2637,The dry material is odorless
2638,Odorless
2639,"Fresh, herbaceous-fruity -green, somewhat Lavender-like odor of poor tenacity"
2640,"Fresh and very diffusive, fruity, Banana-1ike and Bergamot-like odor of poor tenacity."
2641,"The reaction mixture has a pronounced odor of freshly baked bread,"
2642,"Powerful and very diffusive, but rather pleasant, foliage-green, Geranium-leaf-like odor of poor tenacity. Gassy at high concentrations, but pleasant-sweet in extreme dilution."
2643,"Sweet, warm pungent, anisic-caraway-like odor of moderate to poor tenacity"
2644,"Warm, sweet, but slightly “smokey” odor of good tenacity."
2645,"Intensely sweet, but in the dry state rather medicinal -phenolic odor, often described as “drug store odor”. The sweet odor is more perceptible at high dilution, while the phenolic odor seems to vanish at such low concentrations."
2646,"Powerful, sweet-rosy, slightly waxy odor of moderate tenacity."
2647,"Fresh, leafy-rosy, delicately green, almost vegetable-green odor of pleasant, yet powerful sweetness of Geranium type. Moderate tenacity."
2648,"Caramellic-sweet, very tenacious, warm and deep-spicy odor."
2649,"Mild, warm-spicy, moderately tenacious odor resembling the odor of dry leaves with the discretely phenolic, tealike odor, sometimes encountered in Chinese tea"
2650,Extremely powerful and penetrating odor of fresh Garlic.
2651,"Very diffusive and penetrating, suffocating odor with choking effect upon the respiratory system. Very poor tenacity. In extreme dilution an odor of roasted Coffee appears"
2652,"Pleasant, ethereal-warm, diffusive odor, milder than that of Acetone, but similar in character."
2653,"Pungent sour odor reminiscent of sour Milk, Cheese or sour Butter"
2654,"Warm-herbaceous, semi-dry~-but pleasant odor of haylike or cured tobacco-leaf-like character and moderate to poor tenacity."
2655,"Powerful, warm-floral, moderately pungent- herbaceous odor of rather poor tenacity"
2656,"Diffusive and fresh, ethereal-fruity, Pearlike odor of poor tenacity"
2657,"Very diffusive, fruity-ethereal odor of very poor tenacity.."
2658,"Practically odorless. The commercial product may have a faint “alcoholic” odor, barely perceptible in a container with the ester, but not on a perfume blotter."
2659,"The commercial product has an alcoholic nauseating, sweet odor of very poor tenacity. Highly purified Propyl alcohol has only a very faint odor"
2660,"Alcoholic-ethereal, Acetone-like odor. The similarity to Acetone in odor is characteristic of th: iso-Propanol, not the n-Propanol."
2661,"Mild and delicately sweet, winey-floral odor of good tenacity."
2662,"Sweet and mild, warm-floral-herbaceous odor of good tenacity."
2663,"Rather weak, winey, Mandarin-Orange-blossom-type odor of good tenacity"
2664,"This hydrocarbon is rarely, if ever, used as such in perfumes or flavors."
2665,"Warm, deep-herbaceous-balsamic-nutlike odor of moderate tenacity."
2666,"Heavy-fruity, almost pungent sweet odor  with floral undertone and moderate to poor tenacity. More ethereal-fruit y than the nPropylester."
2667,"Powerful, green-floral, diffusive and relatively tenacious odor with some resemblance to Cyclamen aldehyde, but sweeter and softer"
2668,"Mild-green, sweet, somewhat damp-earthy odor of moderate to good tenacity"
2669,"Fresh-earthy-green, sweet, foliage-type odor wit h delicate] y fresh floral undertones"
2670,"Light, green-fruity, fresh, yet balsamic odor of moderate tenacity."
2671,"Refreshingly sweet-green, delicately floral and very tenacious odor."
2672,"Relatively powerful, fresh-fruity, sweet odor of moderate to poor tenacity."
2673,"Vinous-oily, fruity, relatively refreshing odor of poor tenacity."
2674,Powerful woody-citrusy odor of moderate to poor tenacity.
2675,"Heavy-fruity, Pineapple-like ethereal-pungent odor of poor tenacity"
2676,"Powerful and diffusive, heavy-fruity, Pineapple type odor of poor tenacity."
2677,"Powerful and diffusive, pungent, Pineapple- Strawberry type odor of poor tenacity"
2678,"Very diffusive, light, refreshingly fruity odor of modified Pineapple type with a Bergamot-Pear-like freshness"
2679,"Rather harsh-herbaceous odor, yet with sweet-herbal notes, sometimes described as the odor of grass and hay at the same time."
2680,"Green, vegetable-woody, oily-fruity odor, sometimes described as resembling the odor of Ho oil"
2681,"Sweet-fruity, rather heavy Pineapple-Blackberry type odor of moderate to poor tenacity"
2682,"Refreshing, sweet and almost delicately fruity odor of Pineapple-Loganberry type."
2683,"Winey, oily-fruity, mildly Brandy-1ike and Berry-Grape-like odor of moderate to poor tenacity."
2684,"Fruit y, oily, Berry-1ike odor of moderate to poor tenacity."
2685,"Sweet-and-dry, powdery-balsamic, Ambrelike slightly floral odor of good tenacity"
2686,"Balsamic, sweet-and-dry Ambre type odor of good tenacity."
2687,"Sweet, oily-herbaceous, warm and somewhat animal odor of good tenacity"
2688,"Mild and sweet Clover-like, herbaceouswarm odor of moderate tenacity"
2689,"More herbaceous-woody than floral, yet relatively sweet odor of some resemblance to Linalool, yet harsher, more metallic-camphoraceous. Moderate to poor tenacity."
2690,"Mild, floral-balsamic, but also woodycamphoraceous odor of moderate tenacity."
2691,"Woody-camphoraceous, piney odor with semi-sweet undertones and moderate to poor tenacity."
2692,"Woody -minty, sweet-camphoraceous odor with a discretely fruity note and moderate tenacity."
2693,"Very penetrating and powerful, diffusive odor of Garlic/Onion type, but with no lachrymatory effect"
2694,Odorless when absolutely pure.
2695,The material itself is practically odorless
2696,Very mild fruity-acetic odor
2697,"Mild, sweet-fruity, buttery odor when pure. Traces of free iso-Butyric acid are likely to override the odor of the material."
2698,"Mild, winey-fruity odor when pure, but acquires an unpleasant sour, cheesy off-odor upon improper storage or exposure to air and moisture."
2699,Mildly fruity-ethereal-acetic odor
2700,"Mildly fruity-ethereal-acetic odor,"
2701,"Virtually odorless when pure, but commercial material normally carries a mild, warm-oily, bland odor."
2702,"Ethereal, sweet, nauseating and very diffusive odor."
2703,"Warm and very sweet balsamic, Nut-like and Vanilla-like odor, but not nearly as powerful as Vanitrope. Excellent tenacity"
2704,"Powerful and diffusive, ethereal, heavy, almost nauseating odor"
2705,"Sweet-ethereal, very diffusive odor, fresher than Chloroform, not as pungent as n-Propylformate "
2706,"Light, fruity, Strawberry-ApplePeel and Pear-like odor of moderate to poor tenacity."
2707,"Pleasant, oily-woody, herbaceous-green odor of moderate to poor tenacity"
2708,"Peculiar sweet-oily, herbaceous-earthy odor of moderate to poor tenacity."
2709,"Practically odorless when pure, but some commercial products may carry a faintly drymedicinal odor"
2710,"Green-fruity, winey, slightly fatty odor of rather poor tenacity. The fruity notes resemble the odor of juice from green Grapes"
2711,"Ethereal-fruity, mildIy green, Grape-juicelike or Apple-like odor of poor tenacity"
2712,"Fruity, rather bland, mellow odor of poor tenacity. Not as green as the odor of the iso-Propyl heptylether"
2713,"Green-fruity, ethereal odor, often described as resembling the odor of unripe Mountain ash berries"
2714,"Very fruity, pungent-oily odor of moderate to poor tenacity. It is more fruity than Ethyl octyl ketone (3-Undecanone) and still more fruity than Methyl nonyl ketone (2-Undecanone)."
2715,"Powerful and penetrating, rather sharpgreen, leafy odor of moderate to poor tenacity."
2716,"Powerful, refreshingly green, sap-like or “twig-like’* odor with a pungent (unless diluted) herbaceous character, yet overall sweet, slightly woody and rather heavy. In proper dilution the odor becomes similar to that of Willow leaves."
2717,This material is virtually odorless
2718,"Powerful, warm-herbaceous odor, sweeter, but also sharper than Carvone, but with some resemblance to that ketone. The tenacity is rather poor"
2719,"Powerful, very warm, spicy-herbaceous odor of good tenacity."
2720,"Penetrating, dry odor with faintly fecal note and usually also a naphthalenic odor. Overall not pleasant, not even in dilution."
2721,"Penetrating and heavy, but in dilution floral, sweet-animal odor of good tenacity."
2722,"Very powerful, penetrating and diffusive, Cabbage-like, sulfuraceous odor, unpleasant unless extremely diluted."
2723,"Mild, floral-woody odor, remotely rosybalsamic, and of moderate tenacity."
2724,"Although the odor of this aldehyde is not as fresh-powerful, penetrating and diffusive as that of Cyclamen aldehyde, there is considerable similarity in the odor of the two. it seems less green-fresh"
2725,"Virtually odorless when pure, or displaying only a very faint, flat oily-fatty, but not rancid odor."
2726,"Sweet, intensely green, Violet-leaf type odor of moderate tenacity"
2727,"Powerful, green-leafy, in dilution also fruity, not as sweet as the n-Propylester"
2728,"Virtually odorless and tasteless when pure. Commercial grades may occasionally show mildly fatty-oily odor and bland-oily taste, but they should not have any trace of rancid odor."
2729,"Winey-fruity, Melon-like odor with a mildly fermented note and moderate to poor tenacity."
2730,"Refreshingly fruity-winey, mildly etherealoily odor of moderate to poor tenacity. The fruity notes are rather nondescript, the winey character resembles “fermented” notes."
2731,"Powerful, sweet, herbaceous and slightly woody odor of moderate tenacity. Although the sweetness may be classified as “anisic”, there is very little resemblance to Anis or Estragon."
2732,"Dry-woody, warm, spicy-medicinal odor of moderate to poor tenacity."
2733,"Powerful, green, refreshingly bark-woody or sap-like odor of moderate to good tenacity"
2734,"Honey-like, but fresh and- light, fruity Apricot-Rose type odor of moderate tenacity."
2735,"Powerful, ethereal or winey-honey-like, sweet odor of moderate tenacity. Fresher than the odor of the n-propylester, but not quite as sweet. The odor has often been described as resembling that of dry leaves, but the author finds it difficult to underwrite this description. However, in extreme dilution, the material has a vague odor resemblance to tea"
2736,"Weak and uninteresting, anisic-sweet, but also harsh odor of moderate tenacity."
2737,"Mildly green, woody-floral odor of moderate tenacity. The woody notes tend to become herbaceous upon dilution, and the green notes are rather sweet, not pungent."
2738,"Sweet-herbaceous, mildly oily-floral odor of good tenacity."
2739,"Powerful, earthy-floral, deep and warm odor of poor tenacity, but considerable diffusive power."
2740,"Powerful, sweet-green, refreshingly light, floral odor of good tenacity."
2741,"Fresh-ethereal, fruity-floral odor of very poor tenacity. The fruity notes being Apple-Pineapple-like, while the floral character is more of a general “lift” of sweetness."
2742,"Fresh-ethereal, fruity odor with fermentedwiney note and poor tenacity."
2743,"Peculiar, semi-dry, leafy-floral odor of considerable depth and tenacity."
2744,"Powerful, sweet and, when undiluted, nauseating odor. In dilution green-anisic, slightly minty and tobacco-like, exotic-heavy, with moderate tenacity. Some authors report a floral odor in this material"
2745,"Powerful, sweet-nauseating, but in dilution heavy-herbaceous odor. Overall less minty, less sweet, and more heavy-pungent-herbaceous than the u~pha-isomer"
2746,"Powerful and diffusive, yet very tenacious earthy-woody, root-like odor. Upon dilution, the odor becomes more spicy-earthy, warm, but still sharp."
2747,"The title ester represents the transition stage of Salicylates from the very sweet, fruity Wintergreen like character to the very heavy herbaceous-floral type as found in Amylsalicylate and higher esters."
2748,"Sweet-ethereal-herbaceous, yet quite tenacious odor with distinctly fruity character"
2749,"Very mild, sweet-oily-ethereal odor"
2750,"Sweet-animal-floral odor with heavy-mossy character and good tenacity. Pungent when undiluted, heavy-floral in dilution"
